accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_028565655.1	927831	Hoplisoma axelrodi	Scaffold	SPAdes v. 2021	Illumina	2021-07-28T11:39:08.756	619949	587363	1656	1755
GCA_041723725.1	478987	Notropis percobromus	Scaffold	SPAdes v. 2024	Illumina	2024-03-25T17:58:03.860	1280741	1150458	1612	4145
GCA_032274325.1	1620256	Circus macrosceles	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:53.173	680922	31181	1590	24333058
GCA_046269405.1	3149442	Asio madagascariensis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.307	660906	45811	1553	77553625
GCA_034781875.1	495941	Falco chicquera	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:56.373	1422046	635335	1530	55814906
GCA_046244975.1	39591	Hyperolius viridiflavus	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.537	1582595	1515728	1489	1539
GCA_049181675.1	1104236	Garra ornata	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.710	2000130	1865857	1487	3277
GCA_026259555.1	182944	Protonotaria citrea	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.776	515589	23559	1472	71442492
GCA_046270825.1	330833	Atelopus hoogmoedi	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T12:20:04.750	1398602	1309457	1471	1555
GCA_050573775.1	2491935	Austrolebias litzi	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:04.867	2169417	1850795	1459	3951
GCA_026284865.1	1107398	Eos histrio	Scaffold	SPAdes v. 2020	Illumina	2020-06-18T10:57:04.710	1500019	998249	1457	13079
GCA_044758545.1	2668082	Boana sibleszi	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.390	2392656	2359882	1438	1469
GCA_040967765.1	447926	Bleda ugandae	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.547	606691	37918	1436	74113692
GCA_037177565.1	160495	Pseudomugil signifer	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.260	334569	195107	1423	18952413
GCA_037177475.1	1250812	Melanotaenia vanheurni	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.183	451386	22198	1376	29801387
GCA_047292555.1	299662	Lithobates vaillanti	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:51:04.120	1737649	1656415	1375	1419
GCA_027564575.1	2927792	Spilornis abbotti	Scaffold	SPAdes v. 2022	Illumina	2022-03-22T08:40:04.556	620544	38888	1368	37768748
GCA_046118515.1	384853	Anomaloglossus beebei	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.817	1249088	1204379	1367	1401
GCA_047404755.1	650640	Rhinatrema nigrum	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.403	3629888	3536967	1349	1374
GCA_034780875.1	285242	Spinus lawrencei	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.970	789621	203102	1348	24069112
GCA_041731295.1	150301	Gobiomorphus australis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.687	974671	848383	1332	2664
GCA_046271085.1	3102983	Kassina somalica	Scaffold	SPAdes v. 2024	Illumina	2024-11-08T11:11:03.713	1519389	1419892	1300	1370
GCA_032357275.1	284148	Micropsitta pusio	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.380	599532	166226	1286	17607
GCA_041731315.1	3133247	Euphonia sclateri	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.920	1754384	1017754	1283	26546411
GCA_046270005.1	1342840	Leptopelis ragazzii	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.437	1576275	1522772	1272	1299
GCA_026413525.1	234075	Poicephalus cryptoxanthus	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.550	1186260	481132	1245	16663
GCA_029814705.1	2609487	Acanthurus grammoptilus	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.340	301812	166940	1230	17485734
GCA_048321295.1	2039358	Ptychadena baroensis	Scaffold	SPAdes v. 2024	Illumina	2025-01-22T15:24:04.397	1200185	1192060	1228	1237
GCA_025311615.1	223492	Parabuteo unicinctus	Scaffold	SPAdes v. 2022	Illumina	2022-01-26T15:06:04.113	416229	12429	1227	34879618
GCA_031763605.1	244082	Amazona rhodocorytha	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.393	597780	155463	1223	17775
GCA_049176715.1	2039362	Ptychadena nuerensis	Scaffold	SPAdes v. 2024	Illumina	2025-01-22T16:37:06.933	912141	904891	1217	1225
GCA_046245055.1	30360	Lithobates berlandieri	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.580	1674696	1635485	1214	1231
GCA_047292375.1	2055234	Corytophanes hernandesii	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.117	1085251	986836	1198	1311
GCA_046270585.1	164740	Amnirana galamensis	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.897	2258846	2182743	1183	1209
GCA_034768475.1	1548930	Alipiopsitta xanthops	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T14:13:04.653	634221	181481	1150	17452
GCA_030322885.1	311889	Pyrrhura emma	Scaffold	SPAdes v. 2023	Illumina	2022-02-02T08:11:03.423	632469	178774	1147	17571
GCA_041108195.1	178886	Brotogeris versicolurus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.290	1774917	1074659	1144	13260
GCA_046245015.1	176064	Eos cyanogenia	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.357	2169618	1610257	1128	10483
GCA_036873025.1	57660	Papasula abbotti	Scaffold	SPAdes v. 2023	Illumina	2023-11-07T16:35:04.883	2344291	2199040	1117	1229
GCA_043111055.1	690286	Agama finchi	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.443	1630676	1562775	1074	1228
GCA_049176815.1	170826	Urobatis jamaicensis	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.723	2846423	1218079	1065	97384675
GCA_046269765.1	356218	Leptopelis bocagii	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.163	1368630	1323890	1054	1073
GCA_031762855.1	1265750	Forpus conspicillatus	Scaffold	SPAdes v. 2023	Illumina	2023-05-16T10:01:35.260	585281	168956	1046	17451
GCA_032274285.1	56339	Polihierax semitorquatus	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:49.477	771121	110367	1037	11356275
GCA_047404595.1	1296996	Dendrelaphis tristis	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T14:33:04.950	1050228	1003289	1023	1079
GCA_037974525.1	1042438	Micralestes humilis	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.600	526234	438821	1015	1518
GCA_034782995.1	241584	Amazona versicolor	Scaffold	SPAdes v. 2023	Illumina	2023-08-16T16:52:03.813	569089	549427	998	1089
GCA_040967575.1	3045875	Otus icterorhynchus	Scaffold	SPAdes v. 2024	Illumina	2024-05-02T10:43:03.720	762010	29522	991	128169916
GCA_047404615.1	437655	Varanus macraei	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T16:01:05.173	985490	971245	970	980
GCA_047748235.1	8532	Tupinambis teguixin	Scaffold	SPAdes v. 2024	Illumina	2024-12-17T12:17:04.580	1064991	1026645	956	1009
GCA_028570925.1	385288	Pseudolaguvia shawi	Scaffold	SPAdes v. 2021	Illumina	2020-04-19T07:34:03.573	329479	283417	936	1339
GCA_041108235.1	126814	Otus brucei	Scaffold	SPAdes v. 2024	Illumina	2024-05-08T13:35:05.050	2338881	1311511	916	17098013
GCA_046245095.1	1109102	Vireo modestus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.237	3311601	2311478	893	9903830
GCA_049176855.1	558709	Gymnura micrura	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.653	2971302	1342235	893	95105955
GCA_046270165.1	756416	Balebreviceps hillmani	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.833	891078	858203	889	905
GCA_032356925.1	311893	Pyrrhura rhodocephala	Scaffold	SPAdes v. 2023	Illumina	2022-02-02T08:19:03.936	477809	163931	865	7117
GCA_031753695.1	52102	Desmognathus marmoratus	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.537	1631304	1526294	863	890
GCA_035583015.1	315413	Plethodon ventralis	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T14:25:03.650	888558	878387	859	862
GCA_047404675.1	1041590	Tiliqua occipitalis	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T18:44:04.373	1205683	1190381	859	869
GCA_030264635.1	52096	Desmognathus aeneus	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.480	1602811	1509177	858	882
GCA_034783935.1	3064034	Desmognathus catahoula	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T12:16:03.683	1618407	1543430	858	875
GCA_035583075.1	332576	Eurycea guttolineata	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T14:15:15.353	883772	867707	849	854
GCA_035582705.1	154577	Aneides aeneus	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T09:07:05.253	573991	570110	848	850
GCA_030264475.1	52099	Desmognathus conanti	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.507	1304086	1255681	847	861
GCA_030264955.1	43046	Desmognathus apalachicolae	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.416	1313067	1269419	847	860
GCA_036872935.1	163852	Serinus pusillus	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.627	872381	67449	847	2819249
GCA_049942555.1	87140	Aetobatus narinari	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.663	976199	338787	846	57843336
GCA_033119125.1	3064031	Desmognathus anicetus	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T12:07:03.817	1472729	1370451	845	873
GCA_041045085.1	119416	Tauraco leucotis	Scaffold	SPAdes v. 2024	Illumina	2024-02-07T13:13:03.297	1818615	622787	843	1814163
GCA_030264495.1	52107	Desmognathus welteri	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.577	934399	918657	838	844
GCA_031753675.1	52103	Desmognathus monticola	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.550	1386658	1275113	838	871
GCA_026930785.1	321108	Harpyopsis novaeguineae	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T12:44:03.933	283017	6256	837	25974011
GCA_030264995.1	179530	Desmognathus ocoee	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.610	1157653	1118830	835	846
GCA_046245035.1	1537912	Vireo brevipennis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.330	2817694	1831231	834	9334932
GCA_030265015.1	279537	Desmognathus folkertsi	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.630	883912	876501	833	836
GCA_032274605.1	141835	Cacatua ophthalmica	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.470	427806	139773	833	17366
GCA_034783875.1	3064032	Desmognathus bairdi	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T12:09:05.990	1192632	1142515	832	847
GCA_030264915.1	179531	Desmognathus orestes	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.620	866265	858400	831	835
GCA_030264435.1	52101	Desmognathus imitator	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.527	724025	719486	829	832
GCA_030264455.1	503920	Desmognathus abditus	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.640	1005091	970540	824	836
GCA_026541955.2	129328	Simalia boeleni	Scaffold	SPAdes v. 2023	Illumina	2022-03-05T14:31:03.493	1852115	539791	823	143246
GCA_030264975.1	2981334	Desmognathus pascagoula	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.667	705509	687303	821	829
GCA_032353935.1	407057	Desmognathus planiceps	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.866	791752	768571	819	829
GCA_030264935.1	52104	Desmognathus ochrophaeus	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.560	958822	911932	818	837
GCA_031753655.1	52106	Desmognathus santeetlah	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.570	695356	692343	818	820
GCA_030264875.1	2005549	Desmognathus valentinei	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.660	631046	619515	817	824
GCA_032275315.1	3018291	Desmognathus intermedius	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.816	915946	873175	816	833
GCA_032353815.1	3018289	Desmognathus cheaha	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.783	690700	674074	815	823
GCA_032354855.1	3018293	Desmognathus mavrokoilius	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.847	785011	760562	814	825
GCA_032353855.1	3018292	Desmognathus kanawha	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.830	592883	580321	812	818
GCA_032275005.1	3018285	Desmognathus adatsihi	Scaffold	SPAdes v. 2030	Illumina	2023-04-21T14:42:03.733	867536	828893	811	827
GCA_030264895.1	52097	Desmognathus auriculatus	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.493	907426	875203	810	822
GCA_032275285.1	3018294	Desmognathus perlapsus	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.857	870741	830397	809	825
GCA_031753635.1	179529	Desmognathus carolinensis	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.597	606625	604282	806	808
GCA_032353775.1	3018290	Desmognathus gvnigeusgwotli	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.803	650829	629440	805	815
GCA_032357565.1	3018295	Desmognathus valtos	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.877	487768	472369	803	812
GCA_030180145.1	1346618	Desmognathus organi	Scaffold	SPAdes v. 2023	Illumina	2023-04-13T13:03:03.650	1064482	1036325	801	811
GCA_032353675.1	3018288	Desmognathus balsameus	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.770	630967	605418	799	811
GCA_032274985.1	3018287	Desmognathus aureatus	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.760	723921	695229	798	812
GCA_047292645.1	43115	Ambystoma opacum	Scaffold	SPAdes v. 2024	Illumina	2024-09-08T11:48:04.337	19755664	9389658	795	55462223
GCA_035582665.1	2495638	Siren reticulata	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T14:12:10.417	390487	386214	792	794
GCA_035582685.1	8312	Amphiuma means	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T13:58:03.933	731433	725731	785	787
GCA_037177375.1	1250795	Melanotaenia kokasensis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.090	492447	25887	784	33956472
GCA_043110845.1	111816	Megascops kennicottii	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.277	2530205	1323779	782	11363340
GCA_041107595.1	123383	Vireo latimeri	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:19:03.377	388206	256453	769	3709792
GCA_041107775.1	245683	Otus elegans	Scaffold	SPAdes v. 2024	Illumina	2024-05-08T13:41:03.987	1537162	310687	763	18323392
GCA_031763765.1	12946	Psittacara erythrogenys	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.427	487379	238897	757	15094
GCA_041221865.1	3121594	Otus manadensis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.383	2150325	986274	733	14546963
GCA_047292595.1	2039361	Ptychadena levenorum	Scaffold	SPAdes v. 2024	Illumina	2025-01-01T05:01:04.420	1926839	1911472	724	734
GCA_049181695.1	1072514	Typhlonarke aysoni	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.677	4771765	1949359	694	102390299
GCA_035593285.1	458119	Micropsitta bruijnii	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T12:49:18.573	1700296	1699891	691	691
GCA_034782015.1	3064036	Desmognathus tilleyi	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T16:44:04.447	3035719	2946605	677	696
GCA_034782475.1	1209394	Amazona xantholora	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T14:01:04.320	1525495	314576	674	55746651
GCA_041107735.1	34954	Vireo bellii	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:48:05.290	830058	353122	674	3784621
GCA_034782155.1	495940	Falco zoniventris	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T12:53:03.623	1583816	248372	666	37518364
GCA_032466355.1	303320	Pionus fuscus	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.503	1444270	503069	657	16267
GCA_038407235.1	57663	Sula variegata	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:25:04.010	1837768	945525	594	8646990
GCA_041731435.1	56272	Otus longicornis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.243	2996104	1710197	576	5789851
GCA_040967895.1	142472	Vireo huttoni	Scaffold	SPAdes v. 2023	Illumina	2024-03-17T16:40:04.120	1690797	999867	563	17574797
GCA_034783755.1	321085	Circaetus cinereus	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T17:09:03.870	1558253	276098	551	2175441
GCA_049181295.1	1072479	Myliobatis freminvillei	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.637	3536522	1555726	507	98065853
GCA_048604535.1	1577981	Sarkidiornis sylvicola	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T14:17:04.887	990031	43461	483	39473929
GCA_048321315.1	2039359	Ptychadena goweri	Scaffold	SPAdes v. 2024	Illumina	2025-01-22T15:32:04.883	2151414	2145272	469	470
GCA_041107795.1	2696508	Anastomus lamelligerus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.567	1410795	202214	449	68760852
GCA_035221975.1	303875	Serinus flavivertex	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.497	2045384	282386	445	899414
GCA_034781895.1	867388	Psittacara finschi	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.450	3236670	2575547	443	1286
GCA_035049765.1	3064035	Desmognathus lycos	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T12:18:03.883	5482353	5418450	403	411
GCA_041731355.1	274063	Loriculus pusillus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.310	1397691	801795	392	13843
GCA_035593885.1	2081930	Eurycea paludicola	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T14:01:04.193	7340485	7305079	388	391
GCA_034781455.1	3050083	Serinus nigriceps	Scaffold	SPAdes v. 2020	Illumina	2023-05-31T09:12:44.567	2395079	1283029	386	12725055
GCA_049176895.1	161913	Pomacentrus brachialis	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:03.987	1861339	1292585	383	22278689
GCA_035593325.1	324349	Pseudotriton montanus	Scaffold	SPAdes v. 2023	Illumina	2023-09-06T14:22:03.683	6700737	6676687	382	384
GCA_044758805.1	1167639	Listrura tetraradiata	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.367	1515047	1499246	382	395
GCA_047711335.1	274066	Chalcopsitta duivenbodei	Scaffold	SPAdes v. 2024	Illumina	2021-04-03T18:03:17.847	66975	62127	376	548
GCA_032360725.1	3018286	Desmognathus amphileucus	Scaffold	SPAdes v. 2023	Illumina	2023-04-21T14:42:03.750	4787867	4755055	375	379
GCA_035047425.1	147899	Eurycea quadridigitata	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T09:10:04.327	5808595	5754344	371	376
GCA_041108435.1	1118744	Megascops watsonii	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.353	1828746	859088	370	22000640
GCA_027576215.1	591307	Amissidens hainesi	Scaffold	SPAdes v. 2021	Illumina	2021-05-14T12:47:41.096	928051	154983	369	61178117
GCA_034509085.1	90714	Spinus yarrellii	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:45.447	1463930	1463803	360	360
GCA_039654605.1	2797188	Anodorhynchus glaucus	Scaffold	SPAdes v. 2024	Illumina	2024-03-27T15:01:04.353	2535870	2507186	360	372
GCA_032468075.1	151758	Amazona amazonica	Scaffold	SPAdes v. 2023	Illumina	2021-04-03T18:03:17.753	2398296	1559867	353	9663
GCA_034781655.1	1548953	Eupsittula astec	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.460	2860697	2037579	348	7103
GCA_047446135.1	176041	Glossopsitta concinna	Scaffold	SPAdes v. 2024	Illumina	2021-04-03T18:03:17.917	2141871	2136698	346	347
GCA_031763645.1	458108	Pionus seniloides	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.523	1421841	873129	341	13726
GCA_050573755.1	27590	Tetronarce nobiliana	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T11:29:03.690	2240904	2231935	337	338
GCA_038048895.1	3081197	Tricuspidalestes caeruleus	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.650	853347	845118	335	344
GCA_039877515.1	57658	Morus serrator	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T15:23:03.477	2314626	1015490	320	1879801
GCA_046039655.1	424701	Vireo atricapilla	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.257	2925103	2122381	318	3064035
GCA_039654585.1	458125	Touit purpuratus	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T15:31:03.733	1805365	1653926	317	590
GCA_041108845.1	345193	Brotogeris chiriri	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.330	2639489	1930863	313	7461
GCA_041108255.1	1159290	Xenodon rabdocephalus	Scaffold	SPAdes v. 2024	Illumina	2024-03-08T13:38:03.543	1603181	1590559	311	316
GCA_025674515.1	2708359	Trogloglanis pattersoni	Scaffold	SPAdes v. 2021	Illumina	2020-04-18T09:10:04.250	325046	126546	304	20115095
GCA_041108215.1	52785	Ephippiorhynchus senegalensis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.587	1537374	1340849	304	3710223
GCA_035044885.1	307978	Pseudobranchus striatus	Scaffold	SPAdes v. 2023	Illumina	2023-08-17T08:59:14.537	5008238	4988327	302	303
GCA_031763745.2	13214	Pionus menstruus	Scaffold	SPAdes v. 2024	Illumina	2022-12-24T15:12:22.513	2071591	1801623	296	2490
GCA_034780635.1	1042130	Micrastur mirandollei	Scaffold	SPAdes v. 2023	Illumina	2023-06-18T19:45:55.977	1036030	721355	296	29386739
GCA_035048675.1	2978768	Siren sphagnicola	Scaffold	SPAdes v. 2023	Illumina	2023-08-19T11:09:03.647	3750090	3744244	289	289
GCA_030068125.2	867394	Conuropsis carolinensis	Scaffold	SPAdes v. 2024	Illumina	2022-02-02T08:22:03.550	1573015	1556171	286	288
GCA_025802475.2	258803	Pernis celebensis	Scaffold	SPAdes v. 2023	Illumina	2022-03-22T08:36:05.180	952819	732693	282	2341456
GCA_041108075.1	1540925	Vireo magister	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T14:22:03.763	1835400	1602192	281	5394403
GCA_025802415.1	345749	Pseudastur occidentalis	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.786	942484	574927	280	26968675
GCA_039877535.1	504089	Touit batavicus	Scaffold	SPAdes v. 2024	Illumina	2024-03-20T15:18:05.247	1732310	1695562	279	303
GCA_048591985.1	585473	Trichoglossus chlorolepidotus	Scaffold	SPAdes v. 2024	Illumina	2021-04-03T18:03:17.990	1918000	1435472	277	9925
GCA_041731455.1	322579	Ramphastos ambiguus	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.963	2631702	2358254	275	3063804
GCA_028565615.2	1817974	Platytropius siamensis	Scaffold	SPAdes v. 2023	Illumina	2021-01-24T09:00:04.293	336637	336457	274	274
GCA_042902745.1	768471	Vireo pallens	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.267	700071	578394	269	10156440
GCA_048898525.1	1740858	Casuarius unappendiculatus	Scaffold	SPAdes v. 2024	Illumina	2025-01-22T15:14:03.507	2441907	1743549	264	25221492
GCA_047535115.1	303326	Triclaria malachitacea	Scaffold	SPAdes v. 2024	Illumina	2021-04-25T08:41:05.143	277268	274687	256	260
