accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
901007665	15935	115785	3162	3155	7	0	173	54	116	Other	Other	Illumina
901007705	17669	107234	3091	3086	4	1	223	74	86	Other	Other	Illumina
901007715	8271	17099	2310	2268	39	3	707	363	84	Other	Other	Illumina
901007745	10411	31191	2845	2825	16	4	389	148	118	Other	Other	Illumina
901007775	27594	75189	2860	2846	13	1	410	116	108	Other	Other	Illumina
901007785	3393	3916	617	613	3	1	1477	1261	57	Other	Other	Illumina
901007805	10333	40759	2920	2904	14	2	322	142	120	Other	Other	Illumina
901007815	7238	17184	2358	2340	17	1	695	326	108	Other	Other	Illumina
901007825	13365	41786	2972	2963	9	0	297	117	87	Other	Other	Illumina
901007895	14947	87573	3068	3062	5	1	185	133	150	Other	Other	Illumina
901007905	5245	6841	1029	1024	4	1	1478	856	85	Other	Other	Illumina
901007915	25809	3046963	3277	3255	19	3	40	73	143	Other	Other	Illumina
901111295	12681	54849	2732	2600	132	0	492	159	68	Other	Other	Illumina
901111305	14572	61910	2756	2625	130	1	469	159	79	Other	Other	Illumina
901111315	16529	64942	2814	2690	121	3	428	137	94	Other	Other	Illumina
901343595	189547	892188	3268	3152	28	88	78	44	127	Other	Other	Illumina
901933205	16035651	70356807	3363	3355	6	2	9	18	150	Other	Other	ONT
902150015	141398	4615526	3330	3327	3	0	45	15	189	Other	Other	Illumina
902168055	236229	16980747	3368	3363	5	0	13	9	57	Other	Other	Other
902168325	19831	38248	2155	2057	54	44	976	242	125	Other	Other	Illumina
902168405	19239	34920	2157	2027	98	32	934	273	128	Other	Other	Illumina
902168415	15784	32296	1900	1835	23	42	1148	326	147	Other	Other	Illumina
902168425	20477	40046	2303	2170	69	64	848	226	119	Other	Other	Illumina
902175115	22496	1971137	3310	3261	46	3	38	42	115	Other	Other	ONT
902410095	535445	25201542	3275	3197	78	0	20	95	217	Other	Other	CLR
902460175	143077	5258708	3319	3258	10	51	60	11	100	Other	Other	Illumina
902635505	62339597	611347268	3346	3320	8	18	13	31	69	Other	Other	ONT
902685375	23089617	29119677	3346	3303	36	7	15	29	109	Other	Other	CLR
902702925	64291	119957392	3199	3125	41	33	120	71	206	Other	Other	Illumina
902712895	195709	20747807	3365	3222	20	123	18	7	97	Other	Other	Illumina
902729225	255763	18871253	3353	3349	4	0	19	18	95	Other	Other	ONT
902729475	74168	6564238	3336	3264	23	49	36	18	87	Other	Other	Other
902729485	103650	1066131	3184	3122	13	49	164	40	95	Other	Other	Other
902806625	15143611	71061686	3369	3362	5	2	7	14	152	Other	Other	ONT
902806735	74950	20649317	3288	3216	11	61	27	75	67	Other	Other	Illumina
902806745	73181	10959471	3250	3179	12	59	43	97	81	Other	Other	Illumina
902806755	54966	13349786	3241	3145	16	80	38	111	80	Other	Other	Illumina
902806765	44755	692790	3105	2990	18	97	188	93	90	Other	Other	Other
902806775	2938971	2938971	3361	3228	16	117	20	9	105	Other	Other	ONT
902810485	79699	1430931	3315	3300	15	0	56	19	87	Other	Other	Illumina
902810495	46763	1826695	3348	3275	65	8	30	12	65	Other	Other	PacBio
902810505	32181	1635562	3341	3247	92	2	37	12	84	Other	Other	PacBio
902810595	533126	52020451	3263	2064	1189	10	51	76	224	Other	Other	PacBio
902825105	2018310	69160875	3382	3330	7	45	3	5	254	Other	Other	CLR
902825255	276677	279876	3297	3280	17	0	60	32	322	Other	Other	PacBio
902827115	656910	42832159	3130	3106	24	0	93	166	161	Other	Other	CLR
902827135	1048452	4997231	3105	3034	69	2	75	210	227	Other	Other	CLR
902827165	1402669	8748152	3294	3260	32	2	35	61	188	Other	Other	CLR
902827175	534678	1921211	3072	3048	24	0	110	208	228	Other	Other	CLR
902982915	13337272	13337272	3374	3366	6	2	4	12	174	Other	Other	Illumina
902985625	881774	137735634	2780	2719	24	37	163	447	675	Other	Other	PacBio
903064625	229616	236994	3246	3134	111	1	67	76	636	Other	Other	PacBio
903066815	41649	41687	2830	2822	8	0	452	103	74	Other	Other	Illumina
903066825	56524	57399	2973	2964	9	0	339	78	68	Other	Other	Illumina
903067045	38564	38580	2894	2891	3	0	409	84	90	Other	Other	Illumina
903067055	65094	65100	3065	3060	5	0	256	66	71	Other	Other	Illumina
903067065	6374	6413	1895	1885	7	3	1068	408	64	Other	Other	Illumina
903067075	21328	21350	2447	2440	7	0	730	208	77	Other	Other	Illumina
903067085	36666	36709	2865	2856	9	0	420	103	75	Other	Other	Illumina
903067095	41812	41813	2811	2803	8	0	483	92	82	Other	Other	Illumina
903067105	59269	59589	3046	3034	12	0	270	72	81	Other	Other	Illumina
903067115	22066	22071	2477	2470	7	0	704	201	89	Other	Other	Illumina
903068095	38660	38711	2883	2872	11	0	396	106	86	Other	Other	Illumina
903068105	16672	16679	2404	2399	5	0	781	196	75	Other	Other	Illumina
903068115	25818	25849	2701	2690	11	0	555	124	75	Other	Other	Illumina
903068135	37860	40882	2919	2911	8	0	373	94	82	Other	Other	Illumina
903131615	27464	3406122	3296	3287	9	0	60	34	99	Other	Other	Illumina
903171835	8436	482943	2995	2979	15	1	263	132	254	Other	Other	Illumina
903231385	1765443	2011554	3356	3265	10	81	24	10	414	Other	Other	Other
903231565	881774	137735634	2780	2719	24	37	163	447	675	Other	Other	PacBio
903364295	21564	610905	3241	3228	13	0	107	42	192	Other	Other	Illumina
903645265	860028	137760107	2787	2727	25	35	167	436	671	Other	Other	PacBio
903684855	3603372	54392677	3249	3225	21	3	26	115	129	Other	Other	PacBio
903684865	4531818	52957805	3252	3225	23	4	22	116	108	Other	Other	PacBio
903798025	53453	6531461	3150	3135	15	0	136	103	132	Other	Other	Illumina
903798035	18826	4632361	2704	2670	32	2	459	224	151	Other	Other	Illumina
903798115	22545	18165534	2969	2942	25	2	257	162	131	Other	Other	Illumina
903798125	13929	5707536	2491	2462	28	1	553	339	142	Other	Other	Illumina
903798145	1517104	55996547	3263	3224	38	1	49	78	149	Other	Other	CLR
903798165	17459	48671076	2615	2589	24	2	530	242	177	Other	Other	Illumina
903798175	17829	51269298	2662	2636	24	2	521	206	174	Other	Other	Illumina
903798185	17916	49099944	2770	2751	18	1	422	197	183	Other	Other	Illumina
903798195	1264270	64228523	3293	3239	54	0	26	71	146	Other	Other	CLR
903798205	16685	13583820	2789	2765	23	1	399	198	179	Other	Other	Illumina
903995575	6953386	6953386	3356	3301	11	44	25	9	1661	Other	Other	CLR
904060995	6953386	6953386	3356	3301	11	44	25	9	1661	Other	Other	CLR
904066995	8200425	32826315	3227	3214	13	0	8	155	524	Other	Other	CLR
904425465	5645235	40163545	3375	3344	29	2	9	6	110	Other	Other	PacBio
905066775	98300	105661561	3191	3183	8	0	148	51	79	Other	Other	Illumina
905123515	11058985	104847410	3381	3307	18	56	4	5	101	Other	Other	Other
905123885	18716610	84476814	3374	3263	62	49	6	10	246	Other	Other	Other
905146905	35077230	53959811	3388	3274	46	68	1	1	93	Other	Other	PacBio
905221575	9240127	28473900	3372	1104	2264	4	6	12	99	Other	Other	ONT
905237065	28058890	28058890	3377	1654	1716	7	6	7	186	Other	Other	Other
905237075	12677075	29885359	3387	3367	20	0	3	0	89	Other	Other	Illumina
905250895	121508	121508	3123	3106	17	0	142	125	487	Other	Other	Other
905309105	845096	845096	3237	3232	4	1	35	118	2562	Other	Other	ONT
905309355	404886	404886	2980	2979	0	1	91	317	2535	Other	Other	ONT
905309365	942347	942347	3255	3251	4	0	29	106	2581	Other	Other	ONT
905309375	903899	903899	3273	3270	3	0	39	78	2527	Other	Other	ONT
905309385	737055	737055	3273	3269	4	0	34	83	2535	Other	Other	ONT
905309395	971613	971613	3261	3257	4	0	31	98	2594	Other	Other	ONT
905309405	802725	802725	3232	3229	2	1	37	120	2599	Other	Other	ONT
905309415	708738	708738	3170	3163	7	0	38	182	2626	Other	Other	ONT
905309425	624727	624727	3085	3083	2	0	49	256	2565	Other	Other	ONT
905309435	742721	742721	3187	3185	1	1	42	160	2595	Other	Other	ONT
905309455	746317	746317	3232	3226	4	2	43	115	2570	Other	Other	ONT
905309465	475444	475444	3255	3251	3	1	47	87	2462	Other	Other	ONT
905332405	3330911	3330911	3363	3349	13	1	14	13	1543	Other	Other	Other
905332855	7957	1562819	2601	2596	5	0	362	423	336	Other	Other	Illumina
905335845	159795	141782568	3381	3366	10	5	7	2	83	Other	Other	Illumina
905336975	1857	2005	366	359	3	4	1374	1613	72	Other	Other	Illumina
905400935	155485	3110431	3184	3151	20	13	146	59	91	Other	Other	Illumina
907164435	33040	124365287	3310	3229	54	27	51	28	70	Other	Other	Illumina
907164505	33625	125230826	3299	3270	11	18	29	62	75	Other	Other	Illumina
907164525	35791	6438253	3292	3242	13	37	66	32	150	Other	Other	Illumina
907164565	77214	20181630	3319	3280	5	34	52	19	80	Other	Other	Illumina
907169655	26477	126270630	3344	3285	24	35	23	23	114	Other	Other	Illumina
910591475	1399758	1399758	3320	3180	136	4	33	37	337	Other	Other	HiFi
910950805	12742779	74438198	3309	3301	6	2	16	65	95	Other	Other	CLR
911649635	6401659	6401659	3377	3360	17	0	2	11	175	Other	Other	ONT
911728415	11300158	11300158	3343	3331	11	1	17	30	211	Other	Other	Other
914753205	268406	26027505	3375	3298	20	57	12	2	87	Other	Other	Illumina
916098195	50515269	50515269	3385	3307	6	72	2	3	1465	Other	Other	ONT
916313395	31041	1431534	2910	2756	151	3	296	183	273	Other	Other	Illumina
916700675	7951	8599	417	413	4	0	695	2270	14	Other	Other	PacBio
916700685	29796	53184	2843	2825	17	1	451	95	74	Other	Other	PacBio
916700695	44384	64805	2977	2954	21	2	347	65	72	Other	Other	PacBio
916700705	44439	78540	3008	2995	13	0	320	58	71	Other	Other	PacBio
916700715	65850	90495	3050	3031	19	0	286	50	58	Other	Other	PacBio
916700725	73964	131154	3113	3098	14	1	226	49	74	Other	Other	PacBio
916700735	26613	38038	2738	2726	12	0	531	112	62	Other	Other	PacBio
916700745	78191	126839	3069	3055	13	1	268	53	56	Other	Other	PacBio
916700755	66819	94772	3058	3049	9	0	280	51	69	Other	Other	PacBio
916700765	47978	67600	2989	2971	17	1	330	68	66	Other	Other	PacBio
916700775	7502063	34459884	3379	3367	11	1	7	4	63	Other	Other	PacBio
916700785	60413	98256	3034	3020	14	0	288	67	83	Other	Other	PacBio
916700795	31093	43611	2762	2749	13	0	524	98	69	Other	Other	PacBio
916700805	38302	53636	2916	2898	18	0	383	85	75	Other	Other	PacBio
916700815	9468	10605	809	796	13	0	914	1654	38	Other	Other	PacBio
916700825	29842	46442	2831	2818	13	0	446	107	68	Other	Other	PacBio
916700835	41631	68888	2956	2943	13	0	353	77	70	Other	Other	PacBio
916700845	33800	50197	2802	2791	10	1	483	98	68	Other	Other	PacBio
916700855	37523	62274	2907	2899	8	0	394	85	70	Other	Other	PacBio
916700865	46073	68926	2966	2948	18	0	355	66	70	Other	Other	PacBio
916700875	5849361	34133339	3348	3046	301	1	9	33	77	Other	Other	CLR
916700885	45585	68700	2985	2974	10	1	331	70	60	Other	Other	PacBio
916700895	67714	111038	3108	3093	15	0	236	45	68	Other	Other	PacBio
916700905	54974	76465	2987	2967	19	1	335	68	67	Other	Other	PacBio
916700915	67010	111882	3118	3102	15	1	227	44	76	Other	Other	PacBio
916700925	32065	46329	2794	2781	13	0	494	94	63	Other	Other	PacBio
916700935	23430	41075	2774	2751	21	2	518	95	63	Other	Other	PacBio
916700945	78869	159243	3157	3141	16	0	196	35	75	Other	Other	PacBio
916700955	63939	102076	3038	3025	13	0	296	56	69	Other	Other	PacBio
916700965	35845	66160	2988	2975	13	0	336	63	67	Other	Other	PacBio
916700975	58160	77714	2946	2929	16	1	376	67	78	Other	Other	PacBio
916700985	9548	10208	733	731	2	0	833	1810	25	Other	Other	PacBio
916700995	27170	43437	2778	2763	13	2	494	111	72	Other	Other	PacBio
916701005	65244	97631	3068	3048	20	0	272	47	66	Other	Other	PacBio
916701015	31449	51023	2885	2861	22	2	422	80	62	Other	Other	PacBio
916701025	34321	42717	2799	2783	15	1	493	95	66	Other	Other	PacBio
916701035	39222	59270	2916	2901	13	2	404	68	65	Other	Other	PacBio
916701045	48330	63887	2954	2935	16	3	354	75	71	Other	Other	PacBio
916701055	47149	65103	2915	2904	11	0	393	80	69	Other	Other	PacBio
916701065	10082049	10082049	3332	3173	157	2	11	47	59	Other	Other	CLR
916701075	67310	101084	3028	3016	12	0	298	61	72	Other	Other	PacBio
916701085	74842	127913	3080	3068	12	0	255	54	56	Other	Other	PacBio
916701095	62132	89450	2998	2987	11	0	334	55	67	Other	Other	PacBio
916701105	70641	107775	3041	3026	13	2	296	53	68	Other	Other	PacBio
916701115	61743	87487	3064	3045	19	0	272	52	69	Other	Other	PacBio
916701125	62781	86601	3032	3017	14	1	293	61	73	Other	Other	PacBio
916701135	47551	73568	2969	2951	16	2	347	70	70	Other	Other	PacBio
916701145	39833	53145	2938	2918	20	0	377	74	75	Other	Other	PacBio
916701155	48186	70391	2990	2979	9	2	326	72	72	Other	Other	PacBio
916701165	51225	76383	3006	2990	16	0	322	61	76	Other	Other	PacBio
916701175	38978	61291	2921	2906	14	1	379	87	67	Other	Other	PacBio
916701185	68979	105353	3044	3017	27	0	275	67	64	Other	Other	PacBio
916701195	50521	66048	3019	3001	18	0	305	63	77	Other	Other	PacBio
916701205	45706	66704	2984	2967	16	1	336	64	62	Other	Other	PacBio
916701215	73192	134207	3133	3110	23	0	217	39	74	Other	Other	PacBio
916701225	64957	89614	2993	2978	15	0	330	64	64	Other	Other	PacBio
916701235	27144	38684	2757	2721	36	0	509	121	81	Other	Other	PacBio
916701245	77435	118294	3103	3093	10	0	238	46	78	Other	Other	PacBio
916701255	95885	148289	3175	3155	20	0	182	32	65	Other	Other	PacBio
916701265	55147	83344	2969	2954	15	0	348	71	65	Other	Other	PacBio
916701275	8557142	33117565	3367	3135	231	1	7	16	65	Other	Other	CLR
916701285	61026	92797	2973	2956	16	1	354	63	65	Other	Other	PacBio
916701295	51098	79165	2996	2980	14	2	328	62	66	Other	Other	PacBio
916701305	45872	64491	2924	2913	10	1	380	81	57	Other	Other	PacBio
916701315	83069	124797	3118	3104	14	0	225	45	81	Other	Other	PacBio
916701325	29157	43601	2806	2796	10	0	468	109	74	Other	Other	PacBio
916701335	44916	62149	2962	2944	18	0	356	71	68	Other	Other	PacBio
916701345	60486	95001	3051	3040	9	2	286	51	69	Other	Other	PacBio
916701355	53955	70026	2996	2981	15	0	333	58	72	Other	Other	PacBio
916701365	72882	102914	3064	3044	20	0	269	52	73	Other	Other	PacBio
916701375	57724	81965	3000	2984	14	2	327	62	62	Other	Other	PacBio
916701385	67673	117388	3065	3051	14	0	271	53	75	Other	Other	PacBio
916701395	30393	41738	2829	2796	33	0	419	137	64	Other	Other	PacBio
916701405	23909	41098	2805	2793	12	0	485	95	67	Other	Other	PacBio
916701415	32412	48408	2884	2865	18	1	413	89	80	Other	Other	PacBio
916701425	19216	27764	2677	2660	17	0	585	119	72	Other	Other	PacBio
916701435	87095	131311	3082	3068	13	1	263	45	62	Other	Other	PacBio
916701445	48464	79690	3027	3001	26	0	295	64	71	Other	Other	PacBio
916701455	54830	75726	2989	2976	11	2	321	76	66	Other	Other	PacBio
916701465	37664	56961	2892	2882	10	0	413	82	67	Other	Other	PacBio
916701475	60150	100861	3046	3032	14	0	280	62	59	Other	Other	PacBio
916701485	54279	77240	2982	2969	11	2	327	80	70	Other	Other	PacBio
916701495	29393	55522	2906	2888	17	1	398	85	75	Other	Other	PacBio
916701505	37656	67405	2922	2908	13	1	384	79	67	Other	Other	PacBio
916701515	24295	34427	2715	2708	7	0	554	114	69	Other	Other	PacBio
916701525	84139	125260	3126	3113	13	0	222	37	70	Other	Other	PacBio
916701535	56019	85112	3053	3034	18	1	276	60	66	Other	Other	PacBio
916701545	33796	65958	2991	2981	9	1	321	77	74	Other	Other	PacBio
916701555	2984042	31719422	3338	2714	622	2	12	40	87	Other	Other	CLR
916701565	1927	2845	712	711	1	0	1737	908	118	Other	Other	PacBio
916701575	3823502	31724414	3316	2769	546	1	9	65	80	Other	Other	CLR
916701585	34860	56928	2835	2825	10	0	449	101	73	Other	Other	PacBio
916701595	47037	75291	2989	2970	17	2	331	68	73	Other	Other	PacBio
916701605	85282	113399	3075	3060	15	0	254	58	66	Other	Other	PacBio
916701615	10148	11971	1252	1243	9	0	847	1283	54	Other	Other	PacBio
916701625	51203	84806	3007	2992	14	1	328	52	60	Other	Other	PacBio
916701635	15546	20192	2456	2441	14	1	744	181	69	Other	Other	PacBio
916701645	2047198	2047198	3359	3345	13	1	18	13	73	Other	Other	PacBio
916701655	41071	66236	2892	2871	20	1	411	84	70	Other	Other	PacBio
916701665	42036	60826	2910	2891	18	1	396	83	63	Other	Other	PacBio
916701675	29583	56458	2885	2850	34	1	429	72	58	Other	Other	PacBio
916701685	31483	66162	2920	2887	32	1	398	71	77	Other	Other	PacBio
917880005	37125998	37125998	3383	3305	10	68	5	1	1448	Other	Other	ONT
917880015	46382249	46382249	3381	3362	19	0	4	5	174	Other	Other	ONT
919967415	23439045	28642601	3383	3369	11	3	1	6	58	Other	Other	ONT
920103865	44825	16314906	3335	3293	5	37	37	18	89	Other	Other	Other
921997125	8562414	127227482	3381	3273	16	92	3	6	74	Other	Other	Other
921997135	10023970	129120363	3379	3282	12	85	4	7	53	Other	Other	CLR
921997145	35826829	127177172	3381	3267	19	95	2	7	74	Other	Other	CLR
921998315	49659417	130880718	3382	3274	16	92	1	7	71	Other	Other	CLR
921998325	6749549	127269091	3383	3274	11	98	1	6	74	Other	Other	CLR
921998335	26698258	126992800	3380	3262	13	105	3	7	69	Other	Other	CLR
921998355	16959821	127192181	3380	3268	16	96	2	8	78	Other	Other	CLR
921998555	5000807	126792426	3382	3275	12	95	1	7	73	Other	Other	CLR
921998905	12206296	126990816	3382	3270	16	96	1	7	75	Other	Other	CLR
921999095	14400882	133124609	3382	3271	13	98	2	6	72	Other	Other	CLR
921999865	8304515	126851431	3381	3274	14	93	2	7	85	Other	Other	CLR
922020495	42506160	42506160	3381	3376	5	0	4	5	177	Other	Other	ONT
922035795	29924	1492520	3221	3156	65	0	136	30	95	Other	Other	Illumina
922788865	1823359	1823359	3343	3328	15	0	21	26	190	Other	Other	Illumina
922820385	18487566	41925174	3380	3319	58	3	3	7	54	Other	Other	CLR
923944775	27893759	27893759	3377	1743	1631	3	8	5	357	Other	Other	Other
928851695	60712129	60712129	3384	3312	9	63	5	1	324	Other	Other	ONT
931345325	5216392	5216392	3367	1754	1608	5	17	6	448	Other	Other	Other
931345555	8181635	8181635	3364	1761	1597	6	20	6	231	Other	Other	Other
931345645	9391664	9391664	3370	1745	1620	5	13	7	288	Other	Other	Other
931345835	10290042	10290042	3370	1720	1643	7	16	4	369	Other	Other	Other
931345925	3255277	3255277	3343	1766	1571	6	40	7	218	Other	Other	Other
931345955	8712972	8712972	3370	1726	1637	7	15	5	318	Other	Other	Other
931346615	31004729	31004729	3384	1721	1658	5	0	6	652	Other	Other	Other
931346935	19218354	19218354	3382	1692	1685	5	4	4	196	Other	Other	Other
931347365	9607833	26727604	3379	1753	1619	7	6	5	1351	Other	Other	Other
931347555	3912010	4231848	3360	1751	1604	5	21	9	320	Other	Other	Other
933207985	130439	330123935	3156	3089	63	4	110	124	69	Other	Other	ONT
933666475	101487	155347655	3328	3258	7	63	36	26	84	Other	Other	PacBio
933851455	101547	155658852	3327	3255	7	65	37	26	84	Other	Other	PacBio
935064755	21206903	21206903	3386	3262	17	107	4	0	313	Other	Other	ONT
935104035	58036521	58036521	2410	2397	6	7	37	943	188	Other	Other	ONT
943294205	19817032	71481950	3382	3276	106	0	0	8	77	Other	Other	PacBio
943590805	2259	3495	1387	1375	12	0	1302	667	121	Other	Other	Illumina
943590825	31686	7334138	3041	3027	14	0	241	105	125	Other	Other	Illumina
943590835	17341	809583	2600	2594	6	0	490	293	166	Other	Other	Illumina
943590845	11955	67980	2350	2331	19	0	620	412	139	Other	Other	Illumina
943590855	17282	1316339	2669	2646	23	0	427	289	167	Other	Other	Illumina
943590865	16621	1691959	2712	2692	20	0	417	256	166	Other	Other	Illumina
943590875	3739	7708	2026	2016	10	0	900	447	147	Other	Other	Illumina
943590885	16240	59737	2585	2577	7	1	518	279	137	Other	Other	Illumina
943590895	15552	485571	2539	2526	13	0	518	320	168	Other	Other	Illumina
943590975	21363	1385158	2821	2811	9	1	354	207	174	Other	Other	Illumina
943591025	4508	37276	2236	2223	13	0	778	366	241	Other	Other	Illumina
943591055	15896	848138	2529	2510	18	1	501	355	174	Other	Other	Illumina
943591095	1625	4887	1547	1541	6	0	1234	586	108	Other	Other	Illumina
943593335	4447	9221	1974	1964	10	0	1019	379	201	Other	Other	Illumina
943593355	8086	47362	2094	2079	15	0	852	432	218	Other	Other	Illumina
943593645	33439	14072178	3054	3042	12	0	234	100	106	Other	Other	Illumina
943593825	15823	943082	2509	2480	27	2	538	333	153	Other	Other	Illumina
943594065	1913	5842	1936	1927	9	0	960	474	148	Other	Other	Illumina
943594155	2280	3966	1318	1301	17	0	1344	694	161	Other	Other	Illumina
943737965	25775705	25775705	3374	3279	64	31	6	10	72	Other	Other	Other
945876875	9088310	9088310	3381	3332	17	32	2	7	62	Other	Other	HiFi
946052875	66457535	88543157	3390	3326	10	54	0	0	74	Other	Other	PacBio
